timestamp,service_id,current_pod_count,request_rate_rps,latency_p95_ms,latency_p99_ms,error_rate_percent,queue_length,pod_cpu_usage_percent_avg,pod_cpu_usage_percent_p95,pod_memory_usage_mb_avg,pod_memory_usage_mb_p95,hour_sin,hour_cos,day_sin,day_cos,mesh_inbound_rps,mesh_inbound_latency_p95,mesh_inbound_error_rate,degree_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality
2025-11-13 23:55:00,Order,5,151.79,61.48,84.23,0.0425,0.0,21.56,26.93,547.9,599.0,-0.2588,0.9659,0.4339,-0.901,148.6,58.55,0.0389,0.7955,0.8773,0.6637,0.7346
2025-11-13 23:56:00,Order,5,142.87,61.93,77.82,0.0419,0.0,24.75,28.67,598.9,632.3,-0.2588,0.9659,0.4339,-0.901,141.26,58.15,0.0443,0.8199,0.9027,0.6186,0.7139
2025-11-13 23:57:00,Order,5,143.31,62.78,81.8,0.0417,0.0,22.75,26.15,574.0,619.3,-0.2588,0.9659,0.4339,-0.901,142.94,60.44,0.0458,0.8143,0.8924,0.6611,0.738
2025-11-13 23:58:00,Order,5,148.07,60.67,83.46,0.0417,0.0,27.33,33.39,513.3,558.1,-0.2588,0.9659,0.4339,-0.901,149.9,56.6,0.0412,0.8335,0.8519,0.6814,0.7175
2025-11-13 23:59:00,Order,5,148.41,56.73,68.18,0.0415,0.0,25.02,29.07,567.5,628.4,-0.2588,0.9659,0.4339,-0.901,147.8,55.03,0.0422,0.8178,0.9025,0.6395,0.725
2025-11-14 00:00:00,Order,5,141.49,53.84,67.33,0.0411,0.0,26.06,30.02,565.2,610.7,0.0,1.0,-0.4339,-0.901,142.56,51.8,0.0433,0.847,0.8779,0.6644,0.7277
2025-11-14 00:01:00,Order,5,130.27,53.45,70.59,0.0405,0.0,25.1,28.57,517.4,548.3,0.0,1.0,-0.4339,-0.901,131.61,51.21,0.0397,0.8006,0.8905,0.6563,0.7047
2025-11-14 00:02:00,Order,5,119.83,54.04,70.5,0.0399,0.0,20.58,22.99,562.3,594.6,0.0,1.0,-0.4339,-0.901,119.41,50.88,0.0424,0.8128,0.8863,0.6149,0.7157
2025-11-14 00:03:00,Order,5,115.83,54.16,74.64,0.0396,0.0,24.05,29.53,540.3,576.9,0.0,1.0,-0.4339,-0.901,112.48,53.03,0.0429,0.8051,0.8806,0.647,0.6886
2025-11-14 00:04:00,Order,5,119.28,54.68,70.34,0.0396,0.0,22.44,27.47,525.2,559.0,0.0,1.0,-0.4339,-0.901,119.13,51.99,0.0403,0.8091,0.8921,0.6802,0.7156
2025-11-14 00:05:00,Order,5,124.33,54.97,73.69,0.0398,0.0,23.96,28.4,550.9,592.7,0.0,1.0,-0.4339,-0.901,121.96,53.06,0.038,0.8315,0.8854,0.6841,0.7079
2025-11-14 00:06:00,Order,5,125.44,55.33,68.5,0.04,0.0,23.46,29.01,566.1,624.3,0.0,1.0,-0.4339,-0.901,123.14,52.1,0.0425,0.7992,0.885,0.6166,0.7057
2025-11-14 00:07:00,Order,5,124.08,54.23,70.28,0.0401,0.0,23.23,26.64,531.6,584.3,0.0,1.0,-0.4339,-0.901,123.66,50.07,0.0418,0.837,0.8784,0.6492,0.7477
2025-11-14 00:08:00,Order,5,126.29,52.21,67.47,0.0403,0.0,21.05,25.59,530.5,581.0,0.0,1.0,-0.4339,-0.901,123.47,49.43,0.0364,0.7923,0.8805,0.5976,0.7338
2025-11-14 00:09:00,Order,5,134.23,51.43,65.78,0.0407,0.0,25.59,29.07,557.6,615.3,0.0,1.0,-0.4339,-0.901,138.23,47.55,0.0382,0.8451,0.8941,0.6698,0.7407
2025-11-14 00:10:00,Order,5,141.31,52.73,63.5,0.041,0.0,23.1,27.88,575.1,632.6,0.0,1.0,-0.4339,-0.901,145.36,49.36,0.0437,0.87,0.8912,0.6957,0.7204
2025-11-14 00:11:00,Order,5,140.35,54.72,70.43,0.0409,0.0,29.02,34.46,543.3,593.4,0.0,1.0,-0.4339,-0.901,140.7,51.52,0.0443,0.8559,0.887,0.6209,0.6947
2025-11-14 00:12:00,Order,5,133.03,56.49,77.53,0.0405,0.0,26.51,30.36,545.4,584.9,0.0,1.0,-0.4339,-0.901,134.21,52.17,0.0437,0.8164,0.8576,0.6874,0.745
2025-11-14 00:13:00,Order,5,124.23,57.81,72.56,0.04,0.0,25.7,28.9,557.2,606.6,0.0,1.0,-0.4339,-0.901,124.86,53.89,0.0386,0.8154,0.8982,0.6433,0.6948
2025-11-14 00:14:00,Order,5,117.32,58.35,72.81,0.0397,0.0,25.41,29.55,514.1,544.8,0.0,1.0,-0.4339,-0.901,118.3,54.31,0.0414,0.8096,0.8738,0.6203,0.6823
2025-11-14 00:15:00,Order,5,115.77,59.06,78.71,0.0396,0.0,24.31,30.26,453.6,486.7,0.0,1.0,-0.4339,-0.901,116.78,56.36,0.0376,0.7873,0.871,0.6335,0.7016
2025-11-14 00:16:00,Order,5,120.65,62.74,75.48,0.0399,0.0,24.66,27.67,528.0,567.9,0.0,1.0,-0.4339,-0.901,118.41,60.25,0.0401,0.8287,0.9007,0.6766,0.7149
2025-11-14 00:17:00,Order,5,129.61,67.19,91.24,0.0404,0.0,24.28,26.77,558.0,586.1,0.0,1.0,-0.4339,-0.901,129.15,64.22,0.0395,0.8054,0.8833,0.6377,0.7106
2025-11-14 00:18:00,Order,5,139.14,65.94,80.38,0.041,0.0,24.96,28.33,491.1,547.2,0.0,1.0,-0.4339,-0.901,137.6,62.0,0.045,0.8305,0.8837,0.6625,0.7066
2025-11-14 00:19:00,Order,5,146.1,60.7,76.26,0.0419,0.0,26.11,31.91,544.4,594.5,0.0,1.0,-0.4339,-0.901,142.28,58.67,0.0432,0.8657,0.8833,0.6444,0.7348
2025-11-14 00:20:00,Order,5,148.36,56.53,68.89,0.0442,0.0,25.32,29.37,513.3,565.6,0.0,1.0,-0.4339,-0.901,150.79,52.58,0.043,0.8559,0.8873,0.6866,0.7274
2025-11-14 00:21:00,Order,5,145.52,56.28,73.55,0.0487,0.0,31.25,35.57,571.8,625.3,0.0,1.0,-0.4339,-0.901,142.41,52.55,0.049,0.8335,0.8683,0.6693,0.743
2025-11-14 00:22:00,Order,5,140.17,58.18,78.56,0.0514,0.0,28.55,31.51,531.3,559.9,0.0,1.0,-0.4339,-0.901,143.21,55.12,0.0476,0.815,0.8813,0.6415,0.7385
2025-11-14 00:23:00,Order,5,134.81,59.42,78.63,0.048,0.0,22.73,25.57,558.3,613.1,0.0,1.0,-0.4339,-0.901,138.37,57.42,0.0483,0.796,0.8689,0.6338,0.6911
2025-11-14 00:24:00,Order,5,128.81,59.52,75.15,0.0429,0.0,24.66,29.24,565.3,597.1,0.0,1.0,-0.4339,-0.901,129.55,57.17,0.041,0.8476,0.884,0.6447,0.7647
2025-11-14 00:25:00,Order,5,122.3,57.8,78.66,0.0404,0.0,28.79,32.59,564.6,606.1,0.0,1.0,-0.4339,-0.901,125.83,53.62,0.0403,0.8092,0.8726,0.6894,0.7087
2025-11-14 00:26:00,Order,5,118.7,56.19,74.76,0.0397,0.0,23.48,26.82,548.5,600.1,0.0,1.0,-0.4339,-0.901,118.88,53.01,0.0378,0.8352,0.8769,0.6869,0.7223
2025-11-14 00:27:00,Order,5,119.79,54.07,71.79,0.0397,0.0,24.33,29.79,568.0,628.9,0.0,1.0,-0.4339,-0.901,118.82,50.02,0.0373,0.841,0.8793,0.6661,0.711
2025-11-14 00:28:00,Order,5,122.5,51.33,70.93,0.0406,0.0,24.42,27.74,575.1,619.0,0.0,1.0,-0.4339,-0.901,124.34,49.08,0.0411,0.7868,0.8506,0.6585,0.7202
2025-11-14 00:29:00,Order,5,122.53,51.05,66.85,0.0447,0.0,22.2,24.69,512.5,570.9,0.0,1.0,-0.4339,-0.901,124.42,47.9,0.0451,0.7907,0.8722,0.6399,0.7471
2025-11-14 00:30:00,Order,5,118.78,53.2,65.51,0.0538,0.0,23.6,28.14,544.8,609.3,0.0,1.0,-0.4339,-0.901,118.69,50.35,0.0552,0.8447,0.8743,0.6364,0.7511
2025-11-14 00:31:00,Order,5,112.93,53.6,65.71,0.0594,0.0,21.28,24.49,561.0,610.4,0.0,1.0,-0.4339,-0.901,110.9,52.17,0.0625,0.844,0.8771,0.646,0.7317
2025-11-14 00:32:00,Order,5,107.39,53.0,66.16,0.0531,0.0,20.96,25.65,552.7,614.8,0.0,1.0,-0.4339,-0.901,107.87,48.82,0.0554,0.8317,0.9004,0.6328,0.717
2025-11-14 00:33:00,Order,5,104.78,53.4,68.81,0.0436,0.0,20.92,23.22,559.0,600.5,0.0,1.0,-0.4339,-0.901,102.24,52.17,0.0439,0.8149,0.917,0.6945,0.7009
2025-11-14 00:34:00,Order,5,106.27,55.18,69.49,0.0395,0.0,22.99,27.38,562.2,621.5,0.0,1.0,-0.4339,-0.901,105.6,52.25,0.0382,0.8615,0.8833,0.6075,0.7129
2025-11-14 00:35:00,Order,5,110.11,57.49,70.52,0.0389,0.0,24.16,26.78,527.3,569.1,0.0,1.0,-0.4339,-0.901,111.73,54.53,0.0351,0.8313,0.8831,0.6651,0.7446
2025-11-14 00:36:00,Order,5,112.54,56.49,76.05,0.039,0.0,21.69,23.87,552.7,617.5,0.0,1.0,-0.4339,-0.901,114.01,52.02,0.0355,0.8085,0.8961,0.6429,0.7204
2025-11-14 00:37:00,Order,5,113.2,54.17,67.8,0.0391,0.0,20.33,23.41,521.5,575.1,0.0,1.0,-0.4339,-0.901,115.78,50.38,0.041,0.8179,0.8773,0.6619,0.7287
2025-11-14 00:38:00,Order,5,116.17,54.12,72.24,0.0393,0.0,20.89,25.03,543.2,602.9,0.0,1.0,-0.4339,-0.901,118.99,51.14,0.0357,0.8554,0.8945,0.6703,0.7124
2025-11-14 00:39:00,Order,5,119.94,54.88,76.16,0.0393,0.0,23.42,28.8,556.8,617.3,0.0,1.0,-0.4339,-0.901,118.84,51.01,0.0419,0.8352,0.8849,0.6336,0.7048
2025-11-14 00:40:00,Order,5,117.96,53.95,72.82,0.0392,0.0,24.4,29.96,505.7,533.3,0.0,1.0,-0.4339,-0.901,120.78,51.08,0.0366,0.8247,0.8613,0.6836,0.6625
2025-11-14 00:41:00,Order,5,110.39,51.88,70.09,0.0388,0.0,24.6,28.27,539.4,593.3,0.0,1.0,-0.4339,-0.901,108.19,47.97,0.0395,0.8104,0.8697,0.6344,0.7119
2025-11-14 00:42:00,Order,5,102.94,49.65,65.85,0.0384,0.0,21.78,25.2,538.2,598.6,0.0,1.0,-0.4339,-0.901,104.21,47.64,0.0348,0.8499,0.8689,0.6194,0.7273
2025-11-14 00:43:00,Order,5,99.15,49.1,64.24,0.0382,0.0,23.87,29.32,600.9,655.0,0.0,1.0,-0.4339,-0.901,99.05,47.38,0.0371,0.8045,0.8967,0.6381,0.6974
2025-11-14 00:44:00,Order,5,99.54,51.08,71.32,0.0381,0.0,18.08,20.16,541.6,579.3,0.0,1.0,-0.4339,-0.901,102.21,47.58,0.0352,0.8377,0.8864,0.7048,0.749
2025-11-14 00:45:00,Order,5,103.57,54.99,76.52,0.0383,0.0,24.72,28.65,542.1,587.4,0.0,1.0,-0.4339,-0.901,102.2,51.58,0.0394,0.8241,0.8831,0.641,0.718
2025-11-14 00:46:00,Order,5,108.72,56.09,75.34,0.0386,0.0,24.95,28.1,583.1,620.5,0.0,1.0,-0.4339,-0.901,108.71,52.65,0.0413,0.8303,0.876,0.6687,0.7232
2025-11-14 00:47:00,Order,5,110.72,54.14,66.57,0.0387,0.0,20.91,25.6,585.8,652.5,0.0,1.0,-0.4339,-0.901,109.89,51.26,0.0402,0.8306,0.866,0.628,0.7176
2025-11-14 00:48:00,Order,5,109.36,54.16,66.02,0.0387,0.0,21.14,23.7,557.1,619.3,0.0,1.0,-0.4339,-0.901,112.34,52.69,0.039,0.8483,0.8504,0.6804,0.71
2025-11-14 00:49:00,Order,5,108.62,56.25,67.73,0.0388,0.0,21.73,24.79,535.8,595.3,0.0,1.0,-0.4339,-0.901,105.86,54.69,0.0387,0.8631,0.896,0.6698,0.6971
2025-11-14 00:50:00,Order,5,109.26,56.84,72.79,0.039,0.0,19.77,23.54,520.1,557.1,0.0,1.0,-0.4339,-0.901,112.18,55.14,0.0355,0.8386,0.8861,0.6438,0.6979
2025-11-14 00:51:00,Order,5,109.66,55.14,76.85,0.0402,0.0,19.55,23.5,565.5,596.3,0.0,1.0,-0.4339,-0.901,111.05,53.17,0.0386,0.7952,0.8833,0.607,0.714
2025-11-14 00:52:00,Order,5,110.1,53.47,72.02,0.0428,0.0,21.0,25.53,617.4,679.0,0.0,1.0,-0.4339,-0.901,110.2,51.67,0.0455,0.8314,0.8948,0.6648,0.7309
2025-11-14 00:53:00,Order,5,111.39,52.03,67.48,0.0446,0.0,24.36,28.42,503.7,538.6,0.0,1.0,-0.4339,-0.901,108.97,48.06,0.0479,0.8359,0.8488,0.6816,0.7442
2025-11-14 00:54:00,Order,5,114.26,51.47,63.38,0.0432,0.0,24.47,27.77,530.9,579.6,0.0,1.0,-0.4339,-0.901,112.6,50.06,0.0469,0.8452,0.881,0.5973,0.7624
2025-11-14 00:55:00,Order,5,119.19,51.98,68.97,0.0409,0.0,21.97,24.6,540.4,589.8,0.0,1.0,-0.4339,-0.901,115.65,50.69,0.0389,0.8514,0.8728,0.6066,0.7272
2025-11-14 00:56:00,Order,5,123.78,52.92,65.33,0.0399,0.0,24.02,28.73,536.7,594.9,0.0,1.0,-0.4339,-0.901,125.58,49.51,0.0433,0.8132,0.8656,0.6722,0.7404
2025-11-14 00:57:00,Order,5,122.75,54.29,73.73,0.0395,0.0,23.13,26.09,544.5,601.7,0.0,1.0,-0.4339,-0.901,121.42,52.0,0.0394,0.8061,0.8853,0.6843,0.7315
2025-11-14 00:58:00,Order,5,113.32,54.46,65.73,0.0389,0.0,22.01,27.01,582.1,641.4,0.0,1.0,-0.4339,-0.901,114.5,50.28,0.0357,0.8255,0.8758,0.6425,0.7314
2025-11-14 00:59:00,Order,5,100.3,54.56,74.8,0.0383,0.0,17.74,20.29,537.9,584.8,0.0,1.0,-0.4339,-0.901,99.91,50.69,0.0369,0.8217,0.8516,0.6548,0.7494
2025-11-14 01:00:00,Order,3,92.49,56.56,71.37,0.0378,0.0,17.68,19.78,548.7,585.6,0.2588,0.9659,-0.4339,-0.901,94.67,54.11,0.0343,0.8084,0.875,0.6422,0.7434
2025-11-14 01:01:00,Order,3,94.06,59.89,79.0,0.0378,0.0,26.5,32.14,552.5,609.9,0.2588,0.9659,-0.4339,-0.901,94.43,56.53,0.0378,0.8682,0.8824,0.6444,0.7261
2025-11-14 01:02:00,Order,3,101.37,65.22,90.81,0.0382,0.0,28.11,31.38,571.7,603.5,0.2588,0.9659,-0.4339,-0.901,103.47,63.8,0.0349,0.8476,0.8807,0.6083,0.7354
2025-11-14 01:03:00,Order,3,108.71,70.84,86.43,0.0386,0.0,29.27,32.9,538.5,603.1,0.2588,0.9659,-0.4339,-0.901,105.87,67.73,0.0385,0.8514,0.8658,0.6413,0.7158
2025-11-14 01:04:00,Order,3,113.64,74.15,96.25,0.0389,0.0,31.93,38.39,563.5,604.4,0.2588,0.9659,-0.4339,-0.901,110.29,70.79,0.0394,0.8352,0.8666,0.6451,0.7202
2025-11-14 01:05:00,Order,3,115.58,75.26,97.62,0.039,0.0,32.1,36.31,603.7,635.8,0.2588,0.9659,-0.4339,-0.901,118.08,73.42,0.0377,0.8305,0.8937,0.6843,0.7368
2025-11-14 01:06:00,Order,3,113.92,71.82,92.8,0.0389,0.0,34.74,41.58,529.5,565.1,0.2588,0.9659,-0.4339,-0.901,111.11,67.86,0.0408,0.8247,0.8957,0.6635,0.7312
2025-11-14 01:07:00,Order,3,108.52,66.13,90.21,0.0386,0.0,29.87,36.51,537.4,570.0,0.2588,0.9659,-0.4339,-0.901,111.38,61.78,0.0417,0.8124,0.8766,0.6634,0.7043
2025-11-14 01:08:00,Order,3,101.73,63.38,83.04,0.0383,0.0,28.22,34.83,611.8,683.6,0.2588,0.9659,-0.4339,-0.901,100.33,58.92,0.0363,0.8121,0.8886,0.6558,0.7129
2025-11-14 01:09:00,Order,3,99.19,65.01,80.66,0.0382,0.0,25.01,30.36,595.9,636.3,0.2588,0.9659,-0.4339,-0.901,99.91,60.1,0.0417,0.7978,0.8764,0.6256,0.7017
2025-11-14 01:10:00,Order,3,103.66,67.73,81.41,0.0384,0.0,32.17,35.97,591.9,641.1,0.2588,0.9659,-0.4339,-0.901,100.79,64.27,0.0399,0.8208,0.8767,0.6789,0.7233
2025-11-14 01:11:00,Order,3,110.33,67.38,92.25,0.0387,0.0,32.93,39.07,557.5,623.3,0.2588,0.9659,-0.4339,-0.901,107.15,64.87,0.0398,0.8178,0.8838,0.6427,0.7212
2025-11-14 01:12:00,Order,3,113.09,66.26,85.47,0.0388,0.0,33.32,40.39,555.5,611.2,0.2588,0.9659,-0.4339,-0.901,115.21,62.53,0.0405,0.8558,0.8796,0.6299,0.7079
2025-11-14 01:13:00,Order,3,110.24,65.06,87.74,0.0386,0.0,29.74,35.99,552.4,600.8,0.2588,0.9659,-0.4339,-0.901,112.28,61.6,0.0361,0.8407,0.9048,0.6397,0.758
2025-11-14 01:14:00,Order,3,102.63,61.99,75.82,0.0381,0.0,26.72,30.61,548.4,591.6,0.2588,0.9659,-0.4339,-0.901,104.2,58.36,0.0361,0.8315,0.876,0.6812,0.7423
2025-11-14 01:15:00,Order,3,92.03,56.71,78.33,0.0374,0.0,27.63,32.32,572.6,628.0,0.2588,0.9659,-0.4339,-0.901,91.05,54.8,0.0383,0.855,0.8725,0.6458,0.7241
2025-11-14 01:16:00,Order,3,82.27,53.11,69.27,0.0369,0.0,26.7,29.74,550.0,595.0,0.2588,0.9659,-0.4339,-0.901,83.61,51.5,0.0358,0.7901,0.8841,0.6325,0.7244
2025-11-14 01:17:00,Order,3,78.17,52.82,70.85,0.0367,0.0,26.0,29.66,539.1,583.7,0.2588,0.9659,-0.4339,-0.901,79.56,48.61,0.0364,0.8256,0.8767,0.6336,0.7274
2025-11-14 01:18:00,Order,3,82.25,55.28,72.42,0.0369,0.0,25.27,30.75,574.7,634.3,0.2588,0.9659,-0.4339,-0.901,84.38,51.88,0.038,0.8674,0.859,0.6954,0.7394
2025-11-14 01:19:00,Order,3,92.5,62.54,75.97,0.0374,0.0,24.52,28.47,571.6,611.4,0.2588,0.9659,-0.4339,-0.901,91.4,59.14,0.0407,0.8337,0.8836,0.602,0.7226
2025-11-14 01:20:00,Order,3,102.53,70.97,98.09,0.0379,0.0,26.59,30.4,544.7,572.2,0.2588,0.9659,-0.4339,-0.901,102.71,69.26,0.036,0.8451,0.8624,0.6783,0.7203
2025-11-14 01:21:00,Order,3,105.96,73.39,94.94,0.0382,0.0,27.77,33.31,516.5,557.4,0.2588,0.9659,-0.4339,-0.901,103.93,69.82,0.0371,0.8223,0.8852,0.6622,0.7193
2025-11-14 01:22:00,Order,3,103.04,73.84,89.58,0.0382,0.0,29.21,32.95,564.6,615.8,0.2588,0.9659,-0.4339,-0.901,105.15,69.86,0.037,0.8416,0.8768,0.6509,0.7014
2025-11-14 01:23:00,Order,3,100.14,74.84,103.53,0.0382,0.0,31.73,38.88,613.2,650.3,0.2588,0.9659,-0.4339,-0.901,101.84,72.99,0.0394,0.8543,0.8997,0.597,0.7216
2025-11-14 01:24:00,Order,3,102.12,72.25,95.97,0.0384,0.0,30.03,34.9,548.3,607.6,0.2588,0.9659,-0.4339,-0.901,102.04,69.2,0.0404,0.846,0.9222,0.6829,0.7221
2025-11-14 01:25:00,Order,3,108.6,69.24,88.97,0.0387,0.0,28.24,33.48,547.3,585.5,0.2588,0.9659,-0.4339,-0.901,110.45,66.38,0.0373,0.8274,0.8733,0.6496,0.7577
2025-11-14 01:26:00,Order,3,115.4,69.59,90.84,0.039,0.0,30.97,37.5,571.8,632.6,0.2588,0.9659,-0.4339,-0.901,112.01,64.68,0.0382,0.8473,0.9022,0.6272,0.7221
2025-11-14 01:27:00,Order,3,117.57,70.03,90.66,0.0391,0.0,34.21,42.37,545.9,577.8,0.2588,0.9659,-0.4339,-0.901,118.05,65.15,0.0395,0.8281,0.8647,0.6431,0.7209
2025-11-14 01:28:00,Order,3,113.73,67.87,93.68,0.039,0.0,31.77,38.46,589.7,651.0,0.2588,0.9659,-0.4339,-0.901,116.16,65.28,0.0352,0.7659,0.8882,0.6331,0.6977
2025-11-14 01:29:00,Order,3,107.58,64.14,82.05,0.0387,0.0,29.89,33.61,507.8,550.3,0.2588,0.9659,-0.4339,-0.901,104.47,59.61,0.0383,0.8261,0.863,0.6494,0.7098
2025-11-14 01:30:00,Order,3,103.64,61.95,75.37,0.0385,0.0,31.15,37.97,560.5,612.2,0.2588,0.9659,-0.4339,-0.901,103.71,58.41,0.0363,0.8255,0.8914,0.6328,0.7237
2025-11-14 01:31:00,Order,3,103.17,62.35,81.13,0.0384,0.0,29.65,35.85,547.2,583.7,0.2588,0.9659,-0.4339,-0.901,105.67,58.16,0.0401,0.8379,0.8519,0.6365,0.7273
2025-11-14 01:32:00,Order,3,105.98,64.51,87.77,0.0386,0.0,27.57,30.39,573.4,620.5,0.2588,0.9659,-0.4339,-0.901,103.64,62.65,0.0402,0.8379,0.8938,0.6462,0.7282
2025-11-14 01:33:00,Order,3,111.71,69.64,90.23,0.0389,0.0,31.12,35.47,600.8,645.1,0.2588,0.9659,-0.4339,-0.901,109.35,64.31,0.0366,0.8414,0.8809,0.6497,0.7348
2025-11-14 01:34:00,Order,3,117.79,75.03,92.42,0.0393,0.0,32.58,38.32,567.9,618.1,0.2588,0.9659,-0.4339,-0.901,118.08,69.37,0.037,0.8599,0.8841,0.6921,0.7483
2025-11-14 01:35:00,Order,3,120.62,76.59,102.98,0.0394,0.0,32.36,39.14,570.0,607.1,0.2588,0.9659,-0.4339,-0.901,119.58,74.96,0.0366,0.8599,0.8649,0.6272,0.712
2025-11-14 01:36:00,Order,3,118.57,76.42,96.8,0.0393,0.0,30.73,38.18,572.4,626.3,0.2588,0.9659,-0.4339,-0.901,118.87,74.74,0.0355,0.8193,0.8786,0.6355,0.7173
2025-11-14 01:37:00,Order,3,112.17,75.5,100.35,0.0389,0.0,30.1,34.04,569.1,610.3,0.2588,0.9659,-0.4339,-0.901,115.49,73.08,0.0427,0.813,0.8868,0.5957,0.7378
2025-11-14 01:38:00,Order,3,104.04,71.4,87.32,0.0384,0.0,28.95,32.44,582.6,613.4,0.2588,0.9659,-0.4339,-0.901,106.31,69.22,0.0364,0.7865,0.8616,0.6947,0.717
2025-11-14 01:39:00,Order,3,98.04,65.27,90.85,0.038,0.0,27.83,32.74,583.6,620.5,0.2588,0.9659,-0.4339,-0.901,99.03,63.87,0.0349,0.8275,0.8869,0.6871,0.7108
2025-11-14 01:40:00,Order,3,96.11,63.56,78.09,0.0379,0.0,26.75,30.88,552.1,599.5,0.2588,0.9659,-0.4339,-0.901,94.3,59.58,0.0393,0.8193,0.8784,0.6653,0.7053
2025-11-14 01:41:00,Order,3,98.27,67.54,82.91,0.038,0.0,27.69,30.72,564.9,601.0,0.2588,0.9659,-0.4339,-0.901,98.49,63.83,0.0377,0.8582,0.8703,0.6455,0.7412
2025-11-14 01:42:00,Order,3,103.25,73.87,102.45,0.0382,0.0,27.81,34.55,618.1,682.5,0.2588,0.9659,-0.4339,-0.901,105.49,70.66,0.0383,0.853,0.8671,0.6574,0.7064
2025-11-14 01:43:00,Order,3,107.19,77.12,99.59,0.0384,0.0,28.95,32.66,557.0,623.5,0.2588,0.9659,-0.4339,-0.901,110.2,73.98,0.0359,0.8817,0.897,0.6106,0.7058
2025-11-14 01:44:00,Order,3,107.19,73.75,96.23,0.0384,0.0,28.87,32.5,578.4,638.0,0.2588,0.9659,-0.4339,-0.901,105.04,68.01,0.036,0.8351,0.8723,0.6404,0.7393
2025-11-14 01:45:00,Order,3,104.64,67.2,82.36,0.0383,0.0,27.83,33.35,579.8,635.3,0.2588,0.9659,-0.4339,-0.901,104.46,64.35,0.0383,0.8103,0.8835,0.6399,0.7412
2025-11-14 01:46:00,Order,3,101.64,61.13,76.74,0.038,0.0,27.21,32.33,588.6,649.8,0.2588,0.9659,-0.4339,-0.901,102.3,56.33,0.0388,0.8503,0.8865,0.6724,0.7324
2025-11-14 01:47:00,Order,3,97.37,57.12,76.13,0.0377,0.0,27.81,34.47,550.5,605.7,0.2588,0.9659,-0.4339,-0.901,98.2,52.56,0.0378,0.8,0.8576,0.6912,0.7371
2025-11-14 01:48:00,Order,3,90.19,53.97,73.85,0.0372,0.0,27.4,30.87,582.9,651.7,0.2588,0.9659,-0.4339,-0.901,87.74,49.9,0.0363,0.8331,0.8842,0.6631,0.7334
2025-11-14 01:49:00,Order,3,81.35,51.0,69.63,0.0366,0.0,24.25,29.68,536.5,585.5,0.2588,0.9659,-0.4339,-0.901,82.97,48.71,0.0392,0.7964,0.8659,0.6352,0.7256
2025-11-14 01:50:00,Order,3,74.89,50.2,65.2,0.0362,0.0,20.2,23.05,551.0,589.1,0.2588,0.9659,-0.4339,-0.901,76.59,48.61,0.0378,0.8323,0.8953,0.6695,0.6984
2025-11-14 01:51:00,Order,3,73.73,51.25,63.39,0.0361,0.0,24.93,29.49,564.0,624.2,0.2588,0.9659,-0.4339,-0.901,72.44,48.94,0.0396,0.861,0.8981,0.6463,0.7502
2025-11-14 01:52:00,Order,3,75.95,51.62,63.17,0.0361,0.0,24.65,27.35,583.4,632.7,0.2588,0.9659,-0.4339,-0.901,74.86,50.45,0.038,0.8593,0.855,0.652,0.7135
2025-11-14 01:53:00,Order,3,77.49,50.87,63.05,0.0362,0.0,25.22,30.89,552.9,585.0,0.2588,0.9659,-0.4339,-0.901,79.2,48.56,0.0391,0.8583,0.8843,0.6593,0.713
2025-11-14 01:54:00,Order,3,77.73,49.7,62.09,0.0363,0.0,26.09,31.98,582.1,647.7,0.2588,0.9659,-0.4339,-0.901,78.61,46.21,0.0367,0.8299,0.8542,0.6397,0.696
2025-11-14 01:55:00,Order,3,79.4,49.93,60.43,0.0365,0.0,24.89,27.77,528.5,567.3,0.2588,0.9659,-0.4339,-0.901,77.27,46.4,0.0396,0.862,0.9099,0.6698,0.7352
2025-11-14 01:56:00,Order,3,83.89,52.18,71.16,0.0367,0.0,23.38,28.51,566.2,624.8,0.2588,0.9659,-0.4339,-0.901,85.47,50.43,0.0389,0.852,0.8863,0.6591,0.6833
2025-11-14 01:57:00,Order,3,88.78,54.68,68.98,0.037,0.0,30.06,35.49,521.5,582.4,0.2588,0.9659,-0.4339,-0.901,88.84,51.48,0.0364,0.8395,0.8777,0.63,0.695
2025-11-14 01:58:00,Order,3,90.57,57.22,71.17,0.0371,0.0,26.0,29.85,586.1,644.7,0.2588,0.9659,-0.4339,-0.901,91.34,53.87,0.0406,0.859,0.8671,0.6248,0.7336
2025-11-14 01:59:00,Order,3,88.66,59.35,74.52,0.037,0.0,27.12,30.23,585.6,616.6,0.2588,0.9659,-0.4339,-0.901,87.06,55.48,0.0384,0.8777,0.876,0.6408,0.7204
2025-11-14 02:00:00,Order,3,85.36,57.65,75.64,0.0369,0.0,23.54,28.08,545.9,595.0,0.5,0.866,-0.4339,-0.901,83.85,54.77,0.0381,0.8341,0.8454,0.6406,0.7382
2025-11-14 02:01:00,Order,3,83.78,55.14,66.3,0.0368,0.0,26.81,31.53,599.4,653.8,0.5,0.866,-0.4339,-0.901,85.97,50.74,0.0382,0.8468,0.8922,0.6183,0.7303
2025-11-14 02:02:00,Order,3,84.88,53.67,64.69,0.0368,0.0,28.35,33.29,545.4,609.2,0.5,0.866,-0.4339,-0.901,83.77,51.68,0.0364,0.8327,0.8516,0.6394,0.7236
